icao;city_icao;country;country_code
YBRU;Brunette Downs (YBRU);Australia;AU
YBRW;Brewarrina (YBRW);Australia;AU
YBRY;Barimunya (YBRY);Australia;AU
YBSG;Weipa (YBSG);Australia;AU
YBSP;Bond Springs (YBSP);Australia;AU
YBSR;Blackstone (YBSR);Australia;AU
YBSS;Bacchus Marsh (YBSS);Australia;AU
YBTD;Brighton Downs (YBTD);Australia;AU
YBTH;Bathurst (YBTH);Australia;AU
YBTI;Bathurst Island (YBTI);Australia;AU
YBTK;Bentinck Island (YBTK);Australia;AU
YBTL;Townsville (YBTL);Australia;AU
YBTN;Barton Siding (YBTN);Australia;AU
YBTR;Blackwater (YBTR);Australia;AU
YBTS;Battery Downs (YBTS);Australia;AU
YBTT;Buttabone (YBTT);Australia;AU
YBTV;Batavia Downs (YBTV);Australia;AU
YBUA;Bundarra (YBUA);Australia;AU
YBUC;Butch (YBUC);Australia;AU
YBUD;Bundaberg (YBUD);Australia;AU
YBUG;Bulga Downs Station (YBUG);Australia;AU
YBUI;Burnie (YBUI);Australia;AU
YBUL;Bulgunnia (YBUL);Australia;AU
YBUN;Bunbury (YBUN);Australia;AU
YBUO;Bulloo Downs Station (YBUO);Australia;AU
YBUP;Bunyip (YBUP);Australia;AU
YBUU;Bungle Bungle (YBUU);Australia;AU
YBUX;Bulleringa (YBUX);Australia;AU
YBUY;Bunyan Airfield (YBUY);Australia;AU
YBVA;Balaklava (YBVA);Australia;AU
YBVL;Blackville (YBVL);Australia;AU
YBVY;Bullo River Valley (YBVY);Australia;AU
YBWG;Bronzewing (YBWG);Australia;AU
YBWI;Burdekin Falls Dam (YBWI);Australia;AU
YBWM;Bulimba (YBWM);Australia;AU
YBWN;Bowen (YBWN);Australia;AU
YBWP;Weipa (YBWP);Australia;AU
YBWR;Bolwarra (YBWR);Australia;AU
YBWS;Browse Is (YBWS);Australia;AU
YBWT;Bowthorn (YBWT);Australia;AU
YBWW;Wellcamp (YBWW);Australia;AU
YBWX;Barrow Island (YBWX);Australia;AU
YBXH;Branxholme (YBXH);Australia;AU
YBYA;Bryah (YBYA);Australia;AU
YBYD;Bonney Downs Station (YBYD);Australia;AU
YBYI;Bruny Island (YBYI);Australia;AU
YBYR;Byrock (YBYR);Australia;AU
YBYS;Beverley Springs (YBYS);Australia;AU
YBYW;Bayswater (YBYW);Australia;AU
YBZA;Breeza (YBZA);Australia;AU
YCAB;Caboolture (YCAB);Australia;AU
YCAC;Cattle Creek (YCAC);Australia;AU
YCAE;Campbell Town (YCAE);Australia;AU
YCAG;Caiguna (YCAG);Australia;AU
YCAH;Coolah (YCAH);Australia;AU
YCAI;Callion (YCAI);Australia;AU
YCAJ;Cadjebut (YCAJ);Australia;AU
YCAL;Castlemaine (YCAL);Australia;AU
YCAM;Cannington Station (YCAM);Australia;AU
YCAN;Cannon Hill Community (YCAN);Australia;AU
YCAR;Carnarvon (YCAR);Australia;AU
YCAS;Casino (YCAS);Australia;AU
YCBA;Cobar (YCBA);Australia;AU
YCBB;Coonabarabran (YCBB);Australia;AU
YCBE;Canobie (YCBE);Australia;AU
YCBG;Hobart Cambridge (YCBG);Australia;AU
YCBN;Cape Barren Island (YCBN);Australia;AU
YCBO;Cape Borda (YCBO);Australia;AU
YCBP;Coober Pedy (YCBP);Australia;AU
YCBR;Collarenebri (YCBR);Australia;AU
YCBY;Daintree (YCBY);Australia;AU
YCCA;Chinchilla (YCCA);Australia;AU
YCCF;Cape Crawford (YCCF);Australia;AU
YCCK;Canteen Creek (YCCK);Australia;AU
YCCT;Coconut Island (YCCT);Australia;AU
YCCY;Cloncurry (YCCY);Australia;AU
YCDB;Coondambo (YCDB);Australia;AU
YCDE;Cobden (YCDE);Australia;AU
YCDH;Cadney Homestead (YCDH);Australia;AU
YCDL;Middlesex (YCDL);Australia;AU
YCDO;Condobolin (YCDO);Australia;AU
YCDR;Caloundra (YCDR);Australia;AU
YCDS;Childers (YCDS);Australia;AU
YCDT;Carandotta (YCDT);Australia;AU
YCDU;Ceduna (YCDU);Australia;AU
YCDV;Caldervale Station (YCDV);Australia;AU
YCEE;Cleve (YCEE);Australia;AU
YCEL;Capella (YCEL);Australia;AU
YCEM;Coldstream (YCEM);Australia;AU
YCES;Ceres (YCES);Australia;AU
YCFD;Camfield (YCFD);Australia;AU
YCFF;Dadswells Bridge (YCFF);Australia;AU
YCFH;Clifton Hills (YCFH);Australia;AU
YCFL;Cape Flattery (YCFL);Australia;AU
YCFN;Clifton (YCFN);Australia;AU
YCGH;Clonagh (YCGH);Australia;AU
YCGI;Carnegie Station (YCGI);Australia;AU
YCGO;Chillagoe (YCGO);Australia;AU
YCHB;Cherrabah (YCHB);Australia;AU
YCHK;Christmas Creek mine (YCHK);Australia;AU
YCHL;Charlton (YCHL);Australia;AU
YCHR;Childra (YCHR);Australia;AU
YCHT;Charters Towers (YCHT);Australia;AU
YCIG;Corrigin (YCIG);Australia;AU
YCIN;Curtin(Raaf) (YCIN);Australia;AU
YCJU;Conjuboy (YCJU);Australia;AU
YCKA;Curdimurka (YCKA);Australia;AU
YCKD;Clarke Island (YCKD);Australia;AU
YCKI;Croker Island (YCKI);Australia;AU
YCKN;Cooktown (YCKN);Australia;AU
YCKY;Cocklebiddy (YCKY);Australia;AU
YCLA;Clare Station (YCLA);Australia;AU
YCLE;Callendale (YCLE);Australia;AU
YCLG;Coolgardie (YCLG);Australia;AU
YCLM;Collymongle (YCLM);Australia;AU
YCLQ;Cape Leveque (YCLQ);Australia;AU
YCLT;Collector (YCLT);Australia;AU
YCLY;Coleambally (YCLY);Australia;AU
YCMH;Camden Haven (YCMH);Australia;AU
YCMK;Camel Creek (YCMK);Australia;AU
YCMM;Cummins Town (YCMM);Australia;AU
YCMT;Clermont (YCMT);Australia;AU
YCMU;Cunnamulla (YCMU);Australia;AU
YCMW;Camooweal (YCMW);Australia;AU
YCNA;Corona Station (YCNA);Australia;AU
YCNF;Camp Nifty (YCNF);Australia;AU
YCNG;Cooranga (YCNG);Australia;AU
YCNH;Carnarmah (YCNH);Australia;AU
YCNK;Cessnock (YCNK);Australia;AU
YCNM;Coonamble (YCNM);Australia;AU
YCNN;Coonana (YCNN);Australia;AU
YCNO;Conargo (YCNO);Australia;AU
YCNQ;Coonawarra (YCNQ);Australia;AU
YCNR;Cann River (YCNR);Australia;AU
YCNS;Coniston (YCNS);Australia;AU
YCNX;Cooranga (YCNX);Australia;AU
YCNY;Century Mine (YCNY);Australia;AU
YCOD;Cordillo Downs (YCOD);Australia;AU
YCOE;Coen (YCOE);Australia;AU
YCOF;Coffin Bay (YCOF);Australia;AU
YCOG;Coongan (YCOG);Australia;AU
YCOH;Cohuna (YCOH);Australia;AU
YCOI;Collie (YCOI);Australia;AU
YCOL;Coleraine (YCOL);Australia;AU
YCOM;Cooma (YCOM);Australia;AU
YCOO;Cooinda (YCOO);Australia;AU
YCOR;Corowa (YCOR);Australia;AU
YCOS;Cosmo Newberry (YCOS);Australia;AU
YCOY;Coral Bay (YCOY);Australia;AU
YCPD;Cape Don (YCPD);Australia;AU
YCPG;Coppins Gap (YCPG);Australia;AU
YCPH;Copper Hills (YCPH);Australia;AU
YCPN;Carpentaria Downs (YCPN);Australia;AU
YCPP;Copper Triangle (YCPP);Australia;AU
YCRA;Carinda (YCRA);Australia;AU
YCRG;Corryong (YCRG);Australia;AU
YCRK;Christmas Creek Station (YCRK);Australia;AU
YCRL;Crookwell (YCRL);Australia;AU
YCRN;Cranbrook (YCRN);Australia;AU
YCRT;Carrieton (YCRT);Australia;AU
YCRY;Croydon (YCRY);Australia;AU
YCSI;Cassilis Rotherw (YCSI);Australia;AU
YCSL;Consuelo (YCSL);Australia;AU
YCSP;Curtin Springs (YCSP);Australia;AU
YCSV;Collinsville (YCSV);Australia;AU
YCTC;Cotten Creek (YCTC);Australia;AU
YCTH;Chatsworth (YCTH);Australia;AU
YCTI;Cockatoo Island (YCTI);Australia;AU
YCTM;Cootamundra (YCTM);Australia;AU
YCTN;Casterton (YCTN);Australia;AU
YCTS;Calton Hills (YCTS);Australia;AU
YCTY;Cape Otway (YCTY);Australia;AU
YCUA;Cudal (YCUA);Australia;AU
YCUD;Cuddapan (YCUD);Australia;AU
YCUE;Cue (YCUE);Australia;AU
YCUN;Cunderdin (YCUN);Australia;AU
YCUR;Cabramurra Township (YCUR);Australia;AU
YCUS;Cummins (YCUS);Australia;AU
YCUT;Cuthero (YCUT);Australia;AU
YCVG;Calvin Grove (YCVG);Australia;AU
YCVS;Cervantes (YCVS);Australia;AU
YCWA;Coondewanna (YCWA);Australia;AU
YCWE;Cape Wessels (YCWE);Australia;AU
YCWH;Commonwealth Hill (YCWH);Australia;AU
YCWI;Cowarie (YCWI);Australia;AU
YCWL;Cowell (YCWL);Australia;AU
YCWN;Corowa Downs (YCWN);Australia;AU
YCWO;Chatsworth (YCWO);Australia;AU
YCWR;Cowra (YCWR);Australia;AU
YCWS;Cowes (YCWS);Australia;AU
YCWW;Canowindra (YCWW);Australia;AU
YCWY;Coolawanyah (YCWY);Australia;AU
YCXA;Cooloola Village Airpark (YCXA);Australia;AU
YCYT;Crystal Brook (YCYT);Australia;AU
YDAG;Dagworth (YDAG);Australia;AU
YDAJ;Dajarra Airstip (YDAJ);Australia;AU
YDAL;Dallas (YDAL);Australia;AU
YDAR;Darlington (YDAR);Australia;AU
YDAY;Dalby (YDAY);Australia;AU
YDBI;Dirranbandi (YDBI);Australia;AU
YDBR;Dunbar (YDBR);Australia;AU
YDBY;Derby (YDBY);Australia;AU
YDDF;Drumduff (YDDF);Australia;AU
YDEG;Delegate (YDEG);Australia;AU
YDEK;Denmark (YDEK);Australia;AU
YDER;Derrinallum (YDER);Australia;AU
YDEV;Devoncourt (YDEV);Australia;AU
YDGA;Dalgaranga Gold Mine (YDGA);Australia;AU
YDGI;Dullingari (YDGI);Australia;AU
YDGN;Doongan (YDGN);Australia;AU
YDGR;Dalgaranga (YDGR);Australia;AU
YDGT;Dalgety Downs Station (YDGT);Australia;AU
YDGY;De Grey Homestead (YDGY);Australia;AU
YDHL;Dhalinbuy (YDHL);Australia;AU
YDIM;Dimbulah (YDIM);Australia;AU
YDIX;New Dixie (YDIX);Australia;AU
YDKI;Dunk Island (YDKI);Australia;AU
YDLC;Dulacca (YDLC);Australia;AU
YDLD;Delmore Downs (YDLD);Australia;AU
YDLH;Dalhousie (YDLH);Australia;AU
YDLK;Dulkaninna (YDLK);Australia;AU
YDLL;Dunolly (YDLL);Australia;AU
YDLO;Darlot (YDLO);Australia;AU
YDLQ;Deniliquin (YDLQ);Australia;AU
YDLT;Delta Downs (YDLT);Australia;AU
YDLV;Delissaville (YDLV);Australia;AU
YDLW;Daly Waters (YDLW);Australia;AU
YDME;Mount Dimer (YDME);Australia;AU
YDMF;Diemal Find (YDMF);Australia;AU
YDMG;Doomadgee (YDMG);Australia;AU
YDMN;Daly River (YDMN);Australia;AU
YDMR;Delamere Station (YDMR);Australia;AU
YDNB;Doongmabulla (YDNB);Australia;AU
YDNI;Darnley Island (YDNI);Australia;AU
YDNK;Darnick (YDNK);Australia;AU
YDNR;Dunmore Manila (YDNR);Australia;AU
YDNV;Dynevor Downs (YDNV);Australia;AU
YDOC;Singleton (YDOC);Australia;AU
YDOD;Donald (YDOD);Australia;AU
YDON;Dowerin (YDON);Australia;AU
YDOO;Donors Hill (YDOO);Australia;AU
YDOP;Donnington Airpark (YDOP);Australia;AU
YDOR;Dorunda (YDOR);Australia;AU
YDPD;Davenport Downs (YDPD);Australia;AU
YDPO;Devonport (YDPO);Australia;AU
YDPR;Dneiper (YDPR);Australia;AU
YDPS;Depot Springs (YDPS);Australia;AU
YDPT;Depot Outcamp (YDPT);Australia;AU
YDPW;Deep Well (YDPW);Australia;AU
YDRA;Dongara (YDRA);Australia;AU
YDRC;Dairy Creek Homestead (YDRC);Australia;AU
YDRD;Drysdale River (YDRD);Australia;AU
YDRH;Durham Downs (YDRH);Australia;AU
YDRI;Durrie (YDRI);Australia;AU
YDRL;De Rose Hill (YDRL);Australia;AU
YDUK;Duketon (YDUK);Australia;AU
YDUM;Dumbleyung (YDUM);Australia;AU
YDUN;Dunwich (YDUN);Australia;AU
YDVE;Dale River (YDVE);Australia;AU
YDVR;Docker River (YDVR);Australia;AU
YDWF;Delamere Range Facility (YDWF);Australia;AU
YDWU;Dalwallinu (YDWU);Australia;AU
YDYD;Derry Downs (YDYD);Australia;AU
YDYS;Dysart (YDYS);Australia;AU
YEAB;Euabalong (YEAB);Australia;AU
YEAT;Yea (YEAT);Australia;AU
YECH;Echuca (YECH);Australia;AU
YECL;Eucla (YECL);Australia;AU
YEDA;Etadunna (YEDA);Australia;AU
YEDE;Edenhope (YEDE);Australia;AU
YEDM;Edmund Station (YEDM);Australia;AU
YEEB;Eneabba (YEEB);Australia;AU
YEES;Elderslie (YEES);Australia;AU
YEGA;Engonnia (YEGA);Australia;AU
YEIN;Einasleigh (YEIN);Australia;AU
YELD;Elcho Island (YELD);Australia;AU
YELE;Belele (YELE);Australia;AU
YELG;Elengerah (YELG);Australia;AU
YELK;Elkedra (YELK);Australia;AU
YELL;Elliott (YELL);Australia;AU
YELM;Elmore (YELM);Australia;AU
YELN;http://www.elliston.sa.gov.au (YELN);Australia;AU
YELR;Elderslie (YELR);Australia;AU
YELS;Earlston (YELS);Australia;AU
YELW;Eildon Weir (YELW);Australia;AU
YEMG;Eromanga (YEMG);Australia;AU
YEMJ;Emu Junction (YEMJ);Australia;AU
YEML;Emerald (YEML);Australia;AU
YEMP;Emu Park (YEMP);Australia;AU
YEPL;Epsilon (YEPL);Australia;AU
YEPR;Epenarra (YEPR);Australia;AU
YEQO;El Questro (YEQO);Australia;AU
YERA;Errabiddy Homestead (YERA);Australia;AU
YERH;Earaheedy (YERH);Australia;AU
YERL;Erldunda (YERL);Australia;AU
YERN;Ernabella (YERN);Australia;AU
YERO;Erong Station (YERO);Australia;AU
YERU;Erudina (YERU);Australia;AU
YESC;Escott (YESC);Australia;AU
YESP;Esperance (YESP);Australia;AU
YEUA;Euroa (YEUA);Australia;AU
YEUD;Eudamulla Station (YEUD);Australia;AU
YEUL;Eulalia (YEUL);Australia;AU
YEUO;Eulo (YEUO);Australia;AU
YEVA;Eva Downs (YEVA);Australia;AU
YEVD;Evans Head Aerodrome (YEVD);Australia;AU
YEVP;Everard Park (YEVP);Australia;AU
YEXM;Exmouth (YEXM);Australia;AU
YEYD;Evelyn Downs (YEYD);Australia;AU
YFBS;Forbes (YFBS);Australia;AU
YFCK;Fish Creek (YFCK);Australia;AU
YFCU;Fortescue River (YFCU);Australia;AU
YFDF;Cloudbreak Village (YFDF);Australia;AU
YFDN;Federation Hsd (YFDN);Australia;AU
YFFT;Farrell Flat (YFFT);Australia;AU
YFIL;Finley (YFIL);Australia;AU
YFLI;Flinders Island (YFLI);Australia;AU
YFLO;Flora Valley (YFLO);Australia;AU
YFLS;Flinders Island (YFLS);Australia;AU
YFNE;Finke (YFNE);Australia;AU
YFOR;Fortnum (YFOR);Australia;AU
YFRD;Frome Downs (YFRD);Australia;AU
YFRG;Fregon (YFRG);Australia;AU
YFRI;Friendly Beaches (YFRI);Australia;AU
YFRK;Frankland River Grazing co (YFRK);Australia;AU
YFRT;Forrest (YFRT);Australia;AU
YFSA;Forsayth (YFSA);Australia;AU
YFSK;Fiskville (YFSK);Australia;AU
YFST;Forster (Wallis Is) (YFST);Australia;AU
YFTA;Forrestania (YFTA);Australia;AU
YFTN;Mount Fitton Talc (YFTN);Australia;AU
YFTZ;Fitzroy Crossing (YFTZ);Australia;AU
YFVW;Fairview (YFVW);Australia;AU
YFWY;Faraway Bay (YFWY);Australia;AU
YGAD;Garden Island (Military) (YGAD);Australia;AU
YGAH;Greenbah (YGAH);Australia;AU
YGAM;Gamboola (YGAM);Australia;AU
YGAN;Gan Gan (YGAN);Australia;AU
YGAR;Gnaraloo Station (YGAR);Australia;AU
YGAW;Gawler (YGAW);Australia;AU
YGAY;Gayndah (YGAY);Australia;AU
YGBI;South Goulburn Is (YGBI);Australia;AU
YGBO;Gabo Island (YGBO);Australia;AU
YGBW;Gunbower (YGBW);Australia;AU
YGCR;Gloucester (YGCR);Australia;AU
YGDA;Goodooga (YGDA);Australia;AU
YGDH;Gunnedah (YGDH);Australia;AU
YGDI;Goondiwindi (YGDI);Australia;AU
YGDN;Gordon Downs (YGDN);Australia;AU
YGDR;The Garden (YGDR);Australia;AU
YGDS;Gregory Downs (YGDS);Australia;AU
YGDV;Galdeville (YGDV);Australia;AU
YGDW;Granite Downs (YGDW);Australia;AU
YGEL;Geraldton (YGEL);Australia;AU
YGFN;Grafton (YGFN);Australia;AU
YGGE;Golden Grove (YGGE);Australia;AU
YGGI;Goolgowi (YGGI);Australia;AU
YGGL;Glen Garland (YGGL);Australia;AU
YGGO;Goonoo Goonoo (YGGO);Australia;AU
YGGS;Gregory Springs (YGGS);Australia;AU
YGHG;Glen Harding (YGHG);Australia;AU
YGIA;Ginbata (YGIA);Australia;AU
YGIB;Gibb River (YGIB);Australia;AU
YGID;Gidgee (YGID);Australia;AU
YGIF;Gifford Creek Station (YGIF);Australia;AU
YGIG;Raaf Gingin (YGIG);Australia;AU
YGIL;Gilgandra (YGIL);Australia;AU
YGIR;Giralia (YGIR);Australia;AU
YGKL;Great Keppel Is (YGKL);Australia;AU
YGLA;Gladstone (YGLA);Australia;AU
YGLB;Goulburn (YGLB);Australia;AU
YGLD;Glendambo (YGLD);Australia;AU
YGLE;Glengyle (YGLE);Australia;AU
YGLG;Geelong (YGLG);Australia;AU
YGLI;Glen Innes (YGLI);Australia;AU
YGLN;Glencoe (YGLN);Australia;AU
YGLO;Glenormiston (YGLO);Australia;AU
YGLP;Nicholson (YGLP);Australia;AU
YGLS;Warakurna (YGLS);Australia;AU
YGLY;Glenayle Homestead (YGLY);Australia;AU
YGMD;Goomadeer (YGMD);Australia;AU
YGMP;Grampians (YGMP);Australia;AU
YGNA;Granada (YGNA);Australia;AU
YGNF;Grenfell (YGNF);Australia;AU
YGNV;Greenvale (YGNV);Australia;AU
YGNW;Gnowangerup (YGNW);Australia;AU
YGOM;Goomalling (YGOM);Australia;AU
YGOV;Gabo Is Aad Sste (YGOV);Australia;AU
YGPI;Giles Point (YGPI);Australia;AU
YGPR;Gunpowder (YGPR);Australia;AU
YGPT;Garden Point (YGPT);Australia;AU
YGRD;Grovedale (YGRD);Australia;AU
YGRL;Great Lakes Vi (YGRL);Australia;AU
YGRU;Glen Ruth (YGRU);Australia;AU
YGSC;Gascoyne Junction (YGSC);Australia;AU
YGTE;Groote Eylandt (YGTE);Australia;AU
YGTH;Griffith (YGTH);Australia;AU
YGTN;Georgetown (YGTN);Australia;AU
YGTO;Georgetown (Tas) (YGTO);Australia;AU
YGTP;Greenthorpe (YGTP);Australia;AU
YGUL;Gullewa (YGUL);Australia;AU
YGUW;Gunnawarra (YGUW);Australia;AU
YGVE;Glendevie (YGVE);Australia;AU
YGWA;Goolwa (YGWA);Australia;AU
YGWD;Galway Downs (YGWD);Australia;AU
YGYM;Gympie (YGYM);Australia;AU
YHAA;Haasts Bluff (YHAA);Australia;AU
YHAB;Hideaway Bay (YHAB);Australia;AU
YHAE;Harden (YHAE);Australia;AU
YHAG;Haig (YHAG);Australia;AU
YHAW;Hawker (YHAW);Australia;AU
YHAY;Hay (YHAY);Australia;AU
YHBA;Hervey Bay (YHBA);Australia;AU
YHBK;Holbrook (YHBK);Australia;AU
YHBR;Humbert River (YHBR);Australia;AU
YHBY;Henbury (YHBY);Australia;AU
YHCT;Heathcote Emergency (YHCT);Australia;AU
YHDD;Hodgson Downs (YHDD);Australia;AU
YHDY;Headingly (YHDY);Australia;AU
YHEC;Heck Field (YHEC);Australia;AU
YHEG;Hells Gate (YHEG);Australia;AU
YHEW;Mulara (YHEW);Australia;AU
YHGR;Hugh River (YHGR);Australia;AU
YHGS;Hughes Siding (YHGS);Australia;AU
YHHY;Highbury (YHHY);Australia;AU
YHID;Horn Island (YHID);Australia;AU
YHIL;Hillside (YHIL);Australia;AU
YHKT;Huckitta (YHKT);Australia;AU
YHLC;Halls Creek (YHLC);Australia;AU
YHLG;Hillgrove (YHLG);Australia;AU
YHLM;Hillman Farm (YHLM);Australia;AU
YHLS;Hillston (YHLS);Australia;AU
YHMB;Hermannsburg (YHMB);Australia;AU
YHML;Hamilton (YHML);Australia;AU
YHMT;Hamilton (YHMT);Australia;AU
YHOA;Howard Island (YHOA);Australia;AU
YHOO;Hooker Creek (YHOO);Australia;AU
YHOT;Mount Hotham (YHOT);Australia;AU
YHOV;Hodgson River (YHOV);Australia;AU
YHOY;Hollins Bay (YHOY);Australia;AU
YHPE;Hopetoun (YHPE);Australia;AU
YHPN;Hopetoun (YHPN);Australia;AU
YHRD;Hungerford (YHRD);Australia;AU
YHRG;Haddon Rig (YHRG);Australia;AU
YHSB;Horseshoe Bend (YHSB);Australia;AU
YHSL;Horseshoe Lights (YHSL);Australia;AU
YHSM;Horsham (YHSM);Australia;AU
YHTA;Hiltaba (YHTA);Australia;AU
YHTL;Heathlands (YHTL);Australia;AU
YHTN;Herberton (YHTN);Australia;AU
YHTR;Hunter Island (YHTR);Australia;AU
YHTS;Harts Range (YHTS);Australia;AU
YHUG;Hughenden (YHUG);Australia;AU
YHVH;Harvest Home (YHVH);Australia;AU
YHYD;Hyden (YHYD);Australia;AU
YIDK;Indulkana (YIDK);Australia;AU
YIDR;Idracowra (YIDR);Australia;AU
YIFL;Innisfail (YIFL);Australia;AU
YIFY;Iffley (YIFY);Australia;AU
YIGM;Ingham (YIGM);Australia;AU
YIGR;Ingomar (YIGR);Australia;AU
YIKL;Baikal (YIKL);Australia;AU
YIKM;Inkerman (YIKM);Australia;AU
YILA;Milawa Vineyard (YILA);Australia;AU
YILT;Milton (YILT);Australia;AU
YILW;Inglewood (YILW);Australia;AU
YIMA;Imanpa (YIMA);Australia;AU
YIMB;Kimba (YIMB);Australia;AU
YIMP;Impadna (YIMP);Australia;AU
YIMT;Innamincka Township (YIMT);Australia;AU
YING;Rewan (YING);Australia;AU
YINJ;Injune (YINJ);Australia;AU
YINN;Innamincka (YINN);Australia;AU
YINO;Inverell North (YINO);Australia;AU
YINV;Inverleigh (YINV);Australia;AU
YINW;Inverway (YINW);Australia;AU
YISD;Isis Downs (YISD);Australia;AU
YISF;Isisford (YISF);Australia;AU
YISV;Innesvale (YISV);Australia;AU
YITT;Mitta Mitta (YITT);Australia;AU
YIVL;Inverell (YIVL);Australia;AU
YIVO;Ivanhoe (YIVO);Australia;AU
YJAB;Jabiru (YJAB);Australia;AU
YJAK;Jackson (YJAK);Australia;AU
YJAM;Jameson (YJAM);Australia;AU
YJBY;Jervis Bay Territory (YJBY);Australia;AU
YJCO;Jericho (YJCO);Australia;AU
YJCW;Jacobs Well (YJCW);Australia;AU
YJDA;Jundah (YJDA);Australia;AU
YJEM;Jemalong (YJEM);Australia;AU
YJER;Jerilderie (YJER);Australia;AU
YJEY;Jeedamya (YJEY);Australia;AU
YJGP;Jerramungup (YJGP);Australia;AU
YJIG;Jiggalong Mission (YJIG);Australia;AU
YJIN;Jindabyne (YJIN);Australia;AU
YJLC;Julia Creek (YJLC);Australia;AU
YJNB;Jurien Bay (YJNB);Australia;AU
YJNK;Jinka (YJNK);Australia;AU
YJNY;Jonroy (YJNY);Australia;AU
YJRO;Jericho (YJRO);Australia;AU
YJST;Jamestown (YJST);Australia;AU
YJUK;Tjukurla (YJUK);Australia;AU
YJUN;Jundee (YJUN);Australia;AU
YJVM;Jervois Mine (YJVM);Australia;AU
YJVS;Jervois (YJVS);Australia;AU
YJWB;Jowalbinna (YJWB);Australia;AU
YKAE;Kalannie (YKAE);Australia;AU
YKAJ;Kajabbi (YKAJ);Australia;AU
YKAL;Kalumburu (YKAL);Australia;AU
YKAN;Kanandah (YKAN);Australia;AU
YKAP;Kapunda (YKAP);Australia;AU
YKAT;Katoomba (YKAT);Australia;AU
YKAY;Kayrunnera (YKAY);Australia;AU
YKBG;Koolyanobbing Range (YKBG);Australia;AU
YKBL;Kambalda (YKBL);Australia;AU
YKBN;Kooralbyn (YKBN);Australia;AU
YKBR;Kalbarri (YKBR);Australia;AU
YKBY;Streaky Bay (YKBY);Australia;AU
YKCA;Kings Canyon (YKCA);Australia;AU
YKCK;Killiecrankie (YKCK);Australia;AU
YKCS;Kings Creek (YKCS);Australia;AU
YKDI;Kadina (YKDI);Australia;AU
YKDL;Kondoolka (YKDL);Australia;AU
YKDM;Kidman Springs (YKDM);Australia;AU
YKDN;Kondinin (YKDN);Australia;AU
YKEB;Kellerberrin (YKEB);Australia;AU
YKEL;Kelvin Station (YKEL);Australia;AU
YKEN;Kenmore Park (YKEN);Australia;AU
YKEP;Lake Keepit (YKEP);Australia;AU
YKER;Kerang (YKER);Australia;AU
YKFC;Kingfisher Camp (YKFC);Australia;AU
YKGA;Kingoonya (YKGA);Australia;AU
YKHA;Khancoban (YKHA);Australia;AU
YKHG;Katherine Gorge (YKHG);Australia;AU
YKIA;Kiana Station (YKIA);Australia;AU
YKID;Kidston (YKID);Australia;AU
YKIG;Kingston (YKIG);Australia;AU
YKII;King Island (YKII);Australia;AU
YKIL;Kildurk (YKIL);Australia;AU
YKIR;Kirkimbie (YKIR);Australia;AU
YKIU;Kaiuroo (YKIU);Australia;AU
YKKG;Kalkgurung (YKKG);Australia;AU
YKKH;Kokatha (YKKH);Australia;AU
YKLA;Koolatah (YKLA);Australia;AU
YKLB;Koolburra (YKLB);Australia;AU
YKLE;Killarney (YKLE);Australia;AU
YKLG;Kalinga (YKLG);Australia;AU
YKLL;Kallala (YKLL);Australia;AU
YKLN;Killarney (YKLN);Australia;AU
YKLR;Kalamurina (YKLR);Australia;AU
YKMB;Karumba (YKMB);Australia;AU
YKML;Kamileroi (YKML);Australia;AU
YKMP;Kempsey (YKMP);Australia;AU
YKNC;Kencherang (YKNC);Australia;AU
YKNG;Katanning (YKNG);Australia;AU
YKNM;Koonmarra (YKNM);Australia;AU
YKNP;Kununoppin (YKNP);Australia;AU
YKNT;Kintore (YKNT);Australia;AU
YKNV;Kaniva (YKNV);Australia;AU
YKOG;Koongarra (YKOG);Australia;AU
YKOJ;Kojonup (YKOJ);Australia;AU
YKOK;Kookynie (YKOK);Australia;AU
YKOL;Kolendo (YKOL);Australia;AU
YKOW;Kowanyama (YKOW);Australia;AU
YKPR;Kalpowar (YKPR);Australia;AU
YKRV;Kendall River (YKRV);Australia;AU
YKRY;Kingaroy (YKRY);Australia;AU
YKSC;Kingscote (YKSC);Australia;AU
YKTA;Kotta (YKTA);Australia;AU
YKTH;Keith (YKTH);Australia;AU
YKTN;Kyneton (YKTN);Australia;AU
YKUB;Kubin (YKUB);Australia;AU
YKUW;Kurweeton (YKUW);Australia;AU
YKUY;Kurray (YKUY);Australia;AU
YKWG;Kangaroo Well (YKWG);Australia;AU
YKYB;Private Airfield in the Shire of Campaspe (YKYB);Australia;AU
YKYN;Kynuna (YKYN);Australia;AU
YLAG;Lagoon Bay (YLAG);Australia;AU
YLAH;Lawn Hill (YLAH);Australia;AU
YLAK;Lakeside (YLAK);Australia;AU
YLAM;Lambina (YLAM);Australia;AU
YLAN;Langawirra (YLAN);Australia;AU
YLAO;Lameroo (YLAO);Australia;AU
YLAW;Lawlers (YLAW);Australia;AU
YLBD;Lombadina (YLBD);Australia;AU
YLBG;Mount Liebig (YLBG);Australia;AU
YLBO;Lake Bolac (YLBO);Australia;AU
YLCG;Lake Cargelligo (YLCG);Australia;AU
YLCS;Locksley Field (YLCS);Australia;AU
YLDB;Lady Barron (Flinders Is) (YLDB);Australia;AU
YLDO;Landor Station (YLDO);Australia;AU
YLEA;Leeman (YLEA);Australia;AU
